,Code,Name,Country,Exchange,Currency,Type,Isin,F-Score,PEG-Ratio,Industry,Sector,Price to Book,Market Cap,50 Day Av,200 Day Av,Profit Margin,Gross Margin
163,MSNG.ME,Public Joint Stock Company Mosenergo,Russia,MCX,RUB,Common Stock,RU0008958863,6,,Utilities—Independent Power Producers,Utilities,0.29874694,101400723456,2.2767286,2.2670987,0.0592,0.28706
164,MSRS.ME,"Public Joint-Stock Company ""Rosseti Moscow Region""",Russia,MCX,RUB,Common Stock,RU000A0ET7Y7,6,,Utilities—Regulated Electric,Utilities,0.34665254,63806300160,1.2170286,1.2096971,0.04237,0.42438
165,MSST.ME,Public Joint Stock Company Multisistema,Russia,MCX,RUB,Common Stock,RU000A0JTFH9,,,Engineering & Construction,Industrials,0.26042032,148700000,2.0473142,2.3212254,0.00567,0.097349994
166,MSTT.ME,Public Joint Stock Company Mostotrest,Russia,MCX,RUB,Common Stock,RU0009177331,3,,Engineering & Construction,Industrials,11.586885,26231883776,93.75285,102.77782,-0.06317,0.10994001
168,MTLR.ME,Mechel PAO,Russia,MCX,RUB,Common Stock,RU000A0DKXV5,8,,Steel,Basic Materials,,88396341248,88.34486,77.955635,0.16620001,0.36556998
169,MTLRP.ME,Mechel PAO,Russia,MCX,RUB,Common Stock,,8,,Steel,Basic Materials,,105604055040,154.86143,107.70493,0.16620001,0.36556998
170,MTSS.ME,Mobile TeleSystems Public Joint Stock Company,Russia,MCX,RUB,Common Stock,RU0007775219,8,,Telecom Services,Communication Services,9.872439,566701916160,321.3557,325.2757,0.11935,0.62118
171,MVID.ME,Public Joint Stock Company M.video,Russia,MCX,RUB,Common Stock,RU000A0JPGA0,7,,Specialty Retail,Consumer Cyclical,7.6907897,110835539968,634.72284,683.68097,0.01561,0.23294
172,NAUK.ME,Public joint stock company NPO Nauka,Russia,MCX,RUB,Common Stock,RU000A0JRPX9,6,,Aerospace & Defense,Industrials,0.82155895,2531923456,207.04,205.07747,0.1586,0.36626998
173,NFAZ.ME,NEFAZ Publicly Traded Company,Russia,MCX,RUB,Common Stock,RU0009115604,,,Auto Manufacturers,Consumer Cyclical,10.344923,3016195328,340.8,339.5831,0.01054,0.053600002
174,NKHP.ME,Public Joint Stock Company Novorossyisk Grain Plant,Russia,MCX,RUB,Common Stock,RU000A0BLWD7,7,,Marine Shipping,Industrials,2.8078432,24199725056,353.45715,360.22534,0.44284,0.72886
175,NKNC.ME,Public Joint Stock Company Nizhnekamskneftekhim,Russia,MCX,RUB,Common Stock,RU0009100507,5,,Specialty Chemicals,Basic Materials,2.116152,282377355264,128.55,103.11303,0.05845,0.22448
176,NKNCP.ME,Public Joint Stock Company Nizhnekamskneftekhim,Russia,MCX,RUB,Common Stock,,5,,Specialty Chemicals,Basic Materials,1.6899946,300849397760,100.57543,82.961975,0.05845,0.22448
177,NKSH.ME,PJSC Nizhnekamskshina,Russia,MCX,RUB,Common Stock,RU0009100515,2,,,,,,,,,
178,NLMK.ME,"Public Joint Stock Company ""Novolipetsk Steel""",Russia,MCX,RUB,Common Stock,RU0009046452,6,,Steel,Basic Materials,26.46934,1420275613696,248.88857,246.0821,0.17834999,0.40311
179,NMTP.ME,Public Joint Stock Company Novorossiysk Commercial Sea Port,Russia,MCX,RUB,Common Stock,RU0009084446,5,,Marine Shipping,Industrials,135.96774,155810856960,7.497857,7.485176,0.28693,0.64896005
180,NNSB.ME,Public Joint-Stock Company TNS energo Nizhny Novgorod,Russia,MCX,RUB,Common Stock,RU000A0ET5A1,,,Utilities—Regulated Electric,Utilities,23.518473,11016310784,2696.7144,2479.472,0.00616,0.45898
181,NNSBP.ME,Public Joint-Stock Company TNS energo Nizhny Novgorod,Russia,MCX,RUB,Common Stock,,,,Utilities—Regulated Electric,Utilities,7.1864505,11540009984,780.54285,686.59155,0.00616,0.45898
182,NSVZ.ME,Public Joint Stock Company Nauka-Telecom,Russia,MCX,RUB,Common Stock,RU000A0JQLB6,6,,Telecom Services,Communication Services,0.43783036,353146944,197.54286,205.62675,0.02948,0.40202
183,NVTK.ME,PAO NOVATEK,Russia,MCX,RUB,Common Stock,RU000A0DKVS5,5,,Oil & Gas E&P,Energy,0.33144808,5591213801472,1683.3943,1523.5437,0.22859,0.44737998
184,ODVA.ME,Public Joint-Stock Company Mediaholding,Russia,MCX,RUB,Common Stock,RU000A0JPWV3,3,,Broadcasting,Communication Services,,111720000,0.11210857,0.11441972,0,-0.80208
185,OGKB.ME,"Public Joint-Stock Company ""Second Generating Company of the Electric Power Wholesale Market""",Russia,MCX,RUB,Common Stock,RU000A0JNG55,6,,Utilities—Independent Power Producers,Utilities,0.5525191,77088325632,0.6918457,0.7711415,0.1099,0.46055
186,OMZZP.ME,Open Joint Stock Company OMZ,Russia,MCX,RUB,Common Stock,,4,,Specialty Industrial Machinery,Industrials,651.1438,3373549486080,4037,4196.7256,-0.19899,0.14189
188,ORUP.ME,Public Joint-Stock Company OR,Russia,MCX,RUB,Common Stock,RU000A0JXKG3,2,,Footwear & Accessories,Consumer Cyclical,0.21520312,2767610880,28.95,29.039085,0.051960003,0.51704
189,OZON.ME,Ozon Holdings PLC,Russia,MCX,RUB,Common Stock,,4,,Internet Retail,Consumer Cyclical,10.575649,,,,-0.19784,0.32591
190,PAZA.ME,Public Joint Stock Company Pavlovo Bus,Russia,MCX,RUB,Common Stock,RU0009083240,4,,Auto Manufacturers,Consumer Cyclical,1.7690883,7358125568,6625.7144,7087.6055,0.042179998,0.12056
191,PHOR.ME,Public Joint-Stock Company PhosAgro,Russia,MCX,RUB,Common Stock,RU000A0JRKT8,6,,Agricultural Inputs,Basic Materials,4.9651217,625873518592,4670.7715,4484.7676,0.18339,0.49337003
192,PIKK.ME,Public Joint Stock Company PIK-specialized homebuilder,Russia,MCX,RUB,Common Stock,RU000A0JP7J7,5,,Real Estate—Diversified,Real Estate,5.1811743,914511167488,1189.0457,1008.2141,0.22722,0.27675
193,PLZL.ME,Public Joint Stock Company Polyus,Russia,MCX,RUB,Common Stock,RU000A0JNAA8,8,,Gold,Basic Materials,664.74927,1825402519552,13640.814,14385.5,0.47632998,0.77919996
194,PMSB.ME,Public Joint Stock Company Perm Energy Supplying Company,Russia,MCX,RUB,Common Stock,RU000A0ET123,,,Utilities—Regulated Electric,Utilities,3.8418186,7436820480,155.59428,160.9662,0.0182,0.06364
195,PMSBP.ME,Public Joint Stock Company Perm Energy Supplying Company,Russia,MCX,RUB,Common Stock,,,,Utilities—Regulated Electric,Utilities,3.7698743,8113972224,152.12572,155.82112,0.0182,0.06364
196,POGR.ME,Petropavlovsk PLC,Russia,MCX,RUB,Common Stock,GB0031544546,7,,Gold,Basic Materials,121.74033,,,,-0.04616,0.59351003
197,POLY.ME,Polymetal International plc,Russia,MCX,RUB,Common Stock,JE00B6T5S470,8,,Other Precious Metals & Mining,Basic Materials,350.41245,704112820224,1539.9429,1597.4155,0.37905997,0.66038
198,PRFN.ME,"Public joint stock company ""Chelyabinsk plant of the profiled steel decking""",Russia,MCX,RUB,Common Stock,RU000A0JNXF9,6,,Engineering & Construction,Industrials,0.12703378,1361378048,1.8996,1.8427465,0.00437,0.09906
199,PRMB.ME,Public joint-stock commercial bank Primorye,Russia,MCX,RUB,Common Stock,RU000A0DPNQ5,,,Banks—Regional,Financial Services,2.6503909,11900000256,47331.43,40230.984,0.07451,0
200,QIWI.ME,QIWI plc,Russia,MCX,RUB,Common Stock,,7,,Information Technology Services,Technology,1.24281,40654675968,718.9857,779.39087,0.22738001,0.42771998
201,RASP.ME,Public Joint Stock Company Raspadskaya,Russia,MCX,RUB,Common Stock,RU000A0B90N8,,,Coking Coal,Basic Materials,245.26854,261944721408,289.904,237.45282,0.28595,0.29725
202,RAVN.ME,Raven Property Group Limited,Russia,MCX,RUB,Common Stock,GB00B0D5V538,4,,Real Estate Services,Real Estate,80.8642,19330949120,29.585714,28.748943,-0.09212,0.73507005
203,RBCM.ME,Public Joint Stock Company RBC,Russia,MCX,RUB,Common Stock,RU000A0JR6A6,8,,Internet Content & Information,Communication Services,,1321264256,3.6496,3.7096198,0.07971,0.47728002
205,RDRB.ME,The Russian Public Joint-Stock Commercial Roads Bank (Public joint-stock company),Russia,MCX,RUB,Common Stock,RU000A0JU6Q7,5,,Banks—Regional,Financial Services,1.277081,3574121472,222.57143,226.13878,0.21181999,0
206,RGSS.ME,Rosgosstrakh Insurance Company (Public Joint Stock Company),Russia,MCX,RUB,Common Stock,RU0008010855,,,Insurance—Diversified,Financial Services,2.4204082,116110352384,0.22841142,0.23019154,0.07241,0.21583
207,RKKE.ME,S.P. Korolev Rocket and Space Public Corporation Energia Open Joint Stock Company,Russia,MCX,RUB,Common Stock,RU0009095939,1,,Aerospace & Defense,Industrials,,9860056064,7332.2856,7506.7607,-0.14576,0.22692
208,RLMN.ME,"Public Joint Stock Company ""Rollman Group""",Russia,MCX,RUB,Common Stock,RU000A0JTAP3,3,,Specialty Industrial Machinery,Industrials,0.24616964,80957056,12.95,12.95,-0.03959,0.21663
209,RLMNP.ME,"Public Joint Stock Company ""Rollman Group""",Russia,MCX,RUB,Common Stock,,3,,Specialty Industrial Machinery,Industrials,0.28627914,55063276,15.06,15.06,-0.03959,0.21663
210,RNFT.ME,Public Joint Stock Company RussNeft,Russia,MCX,RUB,Common Stock,RU000A0JSE60,2,,Oil & Gas E&P,Energy,0.86940515,50000400384,156.26286,169.30704,-0.12729,0.53040004
211,ROLO.ME,Public Joint Stock Company Rusolovo,Russia,MCX,RUB,Common Stock,RU000A0JU1B0,3,,Other Industrial Metals & Mining,Basic Materials,13.269987,30376013824,10.02,10.41845,-0.03966,0.012999999
212,ROSB.ME,Public joint stock company ROSBANK,Russia,MCX,RUB,Common Stock,RU000A0HHK26,5,,Banks—Regional,Financial Services,0.6542748,121940033536,78.80572,78.89859,0.28554,0
213,ROSN.ME,Public Joint Stock Company Rosneft Oil Company,Russia,MCX,RUB,Common Stock,RU000A0J2Q06,6,,Oil & Gas Integrated,Energy,1.0804878,5246849908736,548.2257,548.29474,0.08753,0.71629995
214,ROST.ME,Public Joint Stock Company Rosinter Restaurants Holding,Russia,MCX,RUB,Common Stock,RU000A0JP922,2,,Restaurants,Consumer Cyclical,,1300423936,73.71429,70.21408,-0.46714002,-0.09202
215,RSTI.ME,Rosseti Public Joint Stock Company,Russia,MCX,RUB,Common Stock,RU000A0JPVJ0,4,,Utilities—Regulated Electric,Utilities,0.23723808,285890445312,1.2898829,1.4301648,0.04304,0.15719
216,RSTIP.ME,Rosseti Public Joint Stock Company,Russia,MCX,RUB,Common Stock,,4,,Utilities—Regulated Electric,Utilities,0.33938295,341519597568,1.9113715,2.0214226,0.04304,0.15719
217,RTGZ.ME,Public Joint Stock Company Gazprom Gazoraspredelenie Rostov-na-Donu,Russia,MCX,RUB,Common Stock,RU000A0JPG04,,,Utilities—Regulated Gas,Utilities,0.24714051,4352905216,36037.145,38431.69,0.10328,0.37228
218,RTKM.ME,Public Joint Stock Company Rostelecom,Russia,MCX,RUB,Common Stock,RU0008943394,6,,Telecom Services,Communication Services,1.7681555,316528459776,94.65143,102.32169,0.049629997,0.53588
219,RTKMP.ME,Public Joint Stock Company Rostelecom,Russia,MCX,RUB,Common Stock,,6,,Telecom Services,Communication Services,1.5953981,333254721536,86.03571,89.961266,0.049629997,0.53588
220,RTSB.ME,"Public Joint Stock Company ""TNS energo Rostov-on-Don""",Russia,MCX,RUB,Common Stock,RU000A0D8PB4,6,,Utilities—Regulated Electric,Utilities,,4366247936,0.47077143,0.4975141,0.0040599997,0.05214
221,RTSBP.ME,"Public Joint Stock Company ""TNS energo Rostov-on-Don""",Russia,MCX,RUB,Common Stock,,6,,Utilities—Regulated Electric,Utilities,,4441226752,0.45677143,0.4723169,0.0040599997,0.05214
227,RUAL.ME,United Company RUSAL International Public Joint-Stock Company,Russia,MCX,RUB,Common Stock,RU000A1025V3,6,,Aluminum,Basic Materials,142.70302,934445449216,51.66714,50.757782,0.08861,0.16974
231,RUGR.ME,Public Joint-Stock Company Rusgrain Holding,Russia,MCX,RUB,Common Stock,RU000A0JPNP4,4,,Farm Products,Consumer Defensive,,510306048,11.841429,12.345394,-0.27598,0.010729999
234,RUSI.ME,Public Joint-Stock Company Investment Company IC Russ-Invest,Russia,MCX,RUB,Common Stock,RU000A0JQ9W5,,,Capital Markets,Financial Services,1.360254,6195182080,57.974285,54.912678,1.31661,0.97454
235,RZSB.ME,Joint-Stock Company Ryazanenergosbyt,Russia,MCX,RUB,Common Stock,RU000A0D9AF5,,,Utilities—Regulated Electric,Utilities,3.7771032,3604894720,17.63943,17.02676,0.03873,0.0995
236,SAGO.ME,Public Joint-Stock Energy and Electrification Company Samaraenergo,Russia,MCX,RUB,Common Stock,RU0009098255,,,Utilities—Regulated Electric,Utilities,0.5216073,2434783744,0.67565715,0.6288873,0.01587,0.07462
237,SAGOP.ME,Public Joint-Stock Energy and Electrification Company Samaraenergo RUB0.01 PRF(USD),Russia,MCX,RUB,Common Stock,,,,,,,2261376256,0.62,0.5398662,,
238,SARE.ME,Public Joint Stock Company Saratovenergo,Russia,MCX,RUB,Common Stock,RU0009100754,,,Utilities—Regulated Electric,Utilities,3.5485713,604249152,0.121662855,0.12525775,0.00032000002,0.42836
239,SAREP.ME,Public Joint Stock Company Saratovenergo,Russia,MCX,RUB,Common Stock,,,,Utilities—Regulated Electric,Utilities,3.0857143,806795648,0.10308,0.10601409,0.00032000002,0.42836
241,SBER.ME,Sberbank of Russia,Russia,MCX,RUB,Common Stock,RU0009029540,3,,Banks—Regional,Financial Services,1.3498231,13670675382272,318.134,301.91205,0.49137002,0
242,SBERP.ME,Sberbank of Russia,Russia,MCX,RUB,Common Stock,RU0009029557,3,,,,,,,,,
247,SBSP.ME,SBSP,Russia,MCX,RUB,Common Stock,RU000A1006W1,,,,,,,,,,
248,SELG.ME,Public Joint-Stock Company Seligdar,Russia,MCX,RUB,Common Stock,RU000A0JPR50,6,,Gold,Basic Materials,1.8351617,37905977344,43.78257,44.479298,0.0074699996,0.47513
249,SELGP.ME,Public Joint-Stock Company Seligdar,Russia,MCX,RUB,Common Stock,,,,,,,11342289920,43.644287,43.71479,,
250,SFIN.ME,"Public Joint Stock Company ""SAFMAR Financial investments""",Russia,MCX,RUB,Common Stock,RU000A0JVW89,5,,Rental & Leasing Services,Industrials,0.3237636,49902186496,453.34286,469.63098,0.32821,1
251,SGZH.ME,Group of Companies Segezha Public Joint Stock Company,Russia,MCX,RUB,Common Stock,RU000A102XG9,5,,Packaging & Containers,Consumer Cyclical,,,,,-0.01952,0.33793998
252,SIBG.ME,SIBIRSKIY GOSTINETS Public Joint-Stock Company,Russia,MCX,RUB,Common Stock,RU000A0JVA36,5,,Farm Products,Consumer Defensive,0.99111116,267600000,0.13071428,0.21334507,-0.41908002,0.36470002
253,SIBN.ME,Public Joint Stock Company Gazprom Neft,Russia,MCX,RUB,Common Stock,RU0009062467,5,,Oil & Gas Integrated,Energy,0.9514463,2062709686272,425.02573,394.17078,0.11249,0.63081
254,SLEN.ME,"Public Joint Stock Company ""Sakhalinenergo""",Russia,MCX,RUB,Common Stock,RU0009280465,5,,Utilities—Regulated Electric,Utilities,0.7630601,1147259136,,,-0.17885,0.18202
255,SMLT.ME,Samolet Group Public Joint Stock Company,Russia,MCX,RUB,Common Stock,RU000A0ZZG02,4,,Real Estate—Development,Real Estate,27.924194,,,,0.0537,0.25583
256,SNGS.ME,Surgutneftegas Public Joint Stock Company,Russia,MCX,RUB,Common Stock,RU0008926258,,,Oil & Gas Integrated,Energy,0.23543389,1207002857472,33.33557,34.97602,0.70015997,0.87474
257,SNGSP.ME,Surgutneftegas Public Joint Stock Company,Russia,MCX,RUB,Common Stock,RU0009029524,,,Oil & Gas Integrated,Energy,0.26759395,1417912385536,38.190285,42.417606,0.70015997,0.87474
258,STSB.ME,Stavropolenergosbyt Public Joint-Stock Company,Russia,MCX,RUB,Common Stock,RU000A0ET1W4,8,,Utilities—Regulated Electric,Utilities,0.71637744,725882880,0.6493,0.6244014,0.008450001,0.45963
259,STSBP.ME,Stavropolenergosbyt Public Joint-Stock Company,Russia,MCX,RUB,Common Stock,,8,,Utilities—Regulated Electric,Utilities,0.6133406,678956288,0.5504429,0.5531338,0.008450001,0.45963
261,SVAV.ME,Sollers Public Joint Stock Company,Russia,MCX,RUB,Common Stock,RU0006914488,4,,Auto Manufacturers,Consumer Cyclical,0.47411144,7882100224,208.65715,228.28873,-0.0322,0.13262
262,TASB.ME,Public Joint Stock Company Tambov power supply company,Russia,MCX,RUB,Common Stock,RU000A0D8NG8,,,Utilities—Regulated Electric,Utilities,2.6073298,848447552,0.4947143,0.4606655,0.01926,0.47202
263,TASBP.ME,Public Joint Stock Company Tambov Power Supply Company RUB0.02 PRF(USD),Russia,MCX,RUB,Common Stock,,,,Utilities—Regulated Electric,Utilities,,769861952,0.42691427,0.36845422,0.01926,0.47202
264,TATN.ME,PJSC Tatneft,Russia,MCX,RUB,Common Stock,RU0009033591,5,,Oil & Gas Integrated,Energy,1.2532624,1087855001600,492.9,531.1803,0.16007,0.67037004
265,TATNP.ME,PJSC Tatneft,Russia,MCX,RUB,Common Stock,RU0006944147,5,,Oil & Gas Integrated,Energy,1.2383009,1104682024960,461.29144,498.80423,0.16007,0.67037004
267,TCSG.ME,TCS Group Holding PLC,Russia,MCX,RUB,Common Stock,,5,,Banks—Regional,Financial Services,10.476711,1397088059392,6736.474,5358.1914,0.41588002,0
270,TGKA.ME,Public Joint Stock Company Territorial Generating Company No. 1,Russia,MCX,RUB,Common Stock,RU000A0JNUD0,6,,Utilities—Regulated Electric,Utilities,0.35217646,46151868416,0.011472858,0.011786831,0.086260006,0.43787998
271,TGKB.ME,Public Joint-Stock Company Territorial Generation Company No.2,Russia,MCX,RUB,Common Stock,RU000A0JNGS7,5,,Utilities—Independent Power Producers,Utilities,0.16115384,4555032576,0.0040351427,0.004132324,-0.0023100001,0.29672
272,TGKBP.ME,Public Joint-Stock Company Territorial Generation Company No.2,Russia,MCX,RUB,Common Stock,,5,,Utilities—Independent Power Producers,Utilities,0.2530769,4381871616,0.006583143,0.006763028,-0.0023100001,0.29672
273,TGKD.ME,"Public Joint Stock Company ""Quadra - Power Generation""",Russia,MCX,RUB,Common Stock,RU000A0JNMZ0,6,,Utilities—Regulated Electric,Utilities,0.2652174,12090627072,0.0059348573,0.005593662,4.0000003e-05,0.21901
274,TGKDP.ME,"Public Joint Stock Company ""Quadra - Power Generation""",Russia,MCX,RUB,Common Stock,,6,,Utilities—Regulated Electric,Utilities,0.25086957,13178102784,0.0057014287,0.005292676,4.0000003e-05,0.21901
275,TGKN.ME,Public Joint Stock Company Territorial Generation Company No. 14,Russia,MCX,RUB,Common Stock,RU000A0H1ES3,7,,Utilities—Regulated Electric,Utilities,0.564,3829419008,0.002816,0.0029419719,0.03817,0.52657
279,TNSE.ME,Public Joint Stock Company Group of Companies TNS energo,Russia,MCX,RUB,Common Stock,RU000A0JUCQ5,4,,Utilities—Regulated Electric,Utilities,2.569079,11939300352,943.4286,977.74646,-0.01424,0.048210002
280,TORS.ME,public-stock company Tomsk distribution company,Russia,MCX,RUB,Common Stock,RU000A0ETZF2,,,Utilities—Regulated Electric,Utilities,0.4487805,1567591680,0.36545715,0.3666972,-0.04232,-0.05723
281,TORSP.ME,public-stock company Tomsk distribution company,Russia,MCX,RUB,Common Stock,,,,Utilities—Regulated Electric,Utilities,0.34024394,1556128256,0.2756,0.27478522,-0.04232,-0.05723
282,TRMK.ME,PAO TMK,Russia,MCX,RUB,Common Stock,RU000A0B6NK6,6,,Steel,Basic Materials,1.9913061,128727998464,97.148,80.28957,0.012569999,0.21303
283,TRNFP.ME,Public Joint Stock Company Transneft,Russia,MCX,RUB,Common Stock,RU0009091573,6,,Oil & Gas Midstream,Energy,0.55879915,1219338960896,160248.58,153871.12,0.13325,0.50636
286,TTLK.ME,Tattelecom Public Joint-Stock Company,Russia,MCX,RUB,Common Stock,RU000A0HM5C1,8,,Telecom Services,Communication Services,1.7405913,12940804096,0.59227145,0.5936479,0.19023001,0.48033002
287,TUCH.ME,Tuchkovskiy complex of construction materials,Russia,MCX,RUB,Common Stock,RU000A0JR4D5,6,,Building Materials,Basic Materials,1.5533375,198502800,1.6968571,1.8840563,0.051960003,0.31786
289,TUZA.ME,Tuimazinskiy Zavod Avtobetonovozov Publicly Traded Company,Russia,MCX,RUB,Common Stock,RU000A0HL7A2,,,Farm & Heavy Construction Machinery,Industrials,11.430893,809670016,94.77143,94.75,0.057589997,0.12964
290,UCSS.ME,Public Joint Stock Company United Credit Systems,Russia,MCX,RUB,Common Stock,RU000A0JTQK0,2,,Capital Markets,Financial Services,1.2634819,23481810944,1022.8571,1108.9436,0.79727995,0
291,UKUZ.ME,Southern Kuzbass Coal company Public joint-stock company,Russia,MCX,RUB,Common Stock,RU0005294775,2,,Thermal Coal,Energy,,26865244160,602.8,600.23944,-0.7463,0.14212
292,UNAC.ME,Public Joint Stock Company United Aircraft Corporation,Russia,MCX,RUB,Common Stock,RU000A0JPLZ7,5,,Aerospace & Defense,Industrials,,318709858304,0.69244283,0.5912148,-0.35336,0.29604998
293,UNKL.ME,Southern Urals Nickel Plant PJSC,Russia,MCX,RUB,Common Stock,RU0004887991,,,Other Industrial Metals & Mining,Basic Materials,0.6806169,5703498752,8678,9367.395,2.5805302,0.41900003
294,UPRO.ME,Public Joint-Stock Company Unipro,Russia,MCX,RUB,Common Stock,RU000A0JNGA5,,,Utilities—Independent Power Producers,Utilities,1.531892,178680020992,2.7870572,2.8454578,0.19176,0.48776
295,URKZ.ME,Urals Stampings Plant PAO,Russia,MCX,RUB,Common Stock,RU000A0JPFY2,6,,Steel,Basic Materials,0.27110466,8983280640,15956,17031.973,0.26243,0.19684
296,USBN.ME,Public joint stock company BANK URALSIB,Russia,MCX,RUB,Common Stock,RU0006929536,5,,Banks—Regional,Financial Services,0.33721805,32304109568,0.08785714,0.082870424,0.00929,0
297,UTAR.ME,Public Joint-Stock Company UTair Aviation,Russia,MCX,RUB,Common Stock,RU0007661385,,,Airlines,Industrials,,24644757504,6.7577143,6.9276056,0.057490002,0.27469
298,UWGN.ME,Public Joint Stock Company Research and Production Corporation United Wagon Company,Russia,MCX,RUB,Common Stock,RU000A0JVBT9,5,,Railroads,Industrials,12.18571,11356400640,73.07143,90.86901,-0.10153,0.19285999
299,VGSB.ME,Volgogradenergosbyt Public Joint-Stock Company,Russia,MCX,RUB,Common Stock,RU000A0D8L73,,,Utilities—Regulated Electric,Utilities,,1289944576,3.5842857,3.775845,0.00433,0.077020004
300,VGSBP.ME,Volgogradenergosbyt Public Joint-Stock Company RUB0.12 PRF(RUB),Russia,MCX,RUB,Common Stock,,,,,,,,1.8621428,1.9813732,,
301,VJGZ.ME,Public Joint Stock Company Varyoganneftegaz,Russia,MCX,RUB,Common Stock,RU0009046460,3,,Oil & Gas Drilling,Energy,0.98085487,31695607808,1722.0571,1798.4225,-0.01785,0.06429
302,VJGZP.ME,Public Joint Stock Company Varyoganneftegaz,Russia,MCX,RUB,Common Stock,,3,,Oil & Gas Drilling,Energy,0.3381486,21095727104,608.7714,622.8662,-0.01785,0.06429
303,VLHZ.ME,Public Joint Stock Company Vladimir Chemical Plant,Russia,MCX,RUB,Common Stock,RU0007984761,7,,Specialty Chemicals,Basic Materials,1.3166682,365158496,67.37428,70.61796,0.013990001,0.11063
304,VRSB.ME,"Public Joint-stock Company ""TNS energo Voronezh""",Russia,MCX,RUB,Common Stock,RU000A0DPG67,5,,Utilities—Regulated Electric,Utilities,4.2838516,4671045120,69.41143,68.014084,0.01169,0.45417
305,VRSBP.ME,Public Joint Stock Company TNS energo Voronezh RUB0.4 PRF(RUB),Russia,MCX,RUB,Common Stock,,,,,,,2459413760,42.26857,42.39789,,
306,VSMO.ME,public stock company VSMPO-AVISMA Corporation,Russia,MCX,RUB,Common Stock,RU0009100291,6,,Other Industrial Metals & Mining,Basic Materials,1.8117074,366126104576,30524,27267.465,0.07376,0.34952998
307,VSYD.ME,Public joint-stock company Vyborg Shipyard,Russia,MCX,RUB,Common Stock,RU0006334372,3,,Aerospace & Defense,Industrials,,9424229376,4589.5713,4693.2393,-0.42349,-0.044889998
308,VSYDP.ME,Public joint-stock company Vyborg Shipyard,Russia,MCX,RUB,Common Stock,,3,,Aerospace & Defense,Industrials,,9316384768,4663.4287,4715.9155,-0.42349,-0.044889998
314,VTBR.ME,VTB Bank (public joint-stock company),Russia,MCX,RUB,Common Stock,RU000A0JP5V6,4,,Banks—Regional,Financial Services,0.00018730739,700190949376,0.05002143,0.046589788,0.22481,0
318,WTCM.ME,"Joint Stock Company ""World Trade Center Moscow""",Russia,MCX,RUB,Common Stock,RU0008137070,,,Real Estate Services,Real Estate,0.19898644,10061557760,9.611428,10.004226,-0.0255,0.52913
319,WTCMP.ME,"Joint Stock Company ""World Trade Center Moscow"" RUB1 PRF(USD)",Russia,MCX,RUB,Common Stock,,,,,,,8049624576,8.856,9.2104225,,
320,YAKG.ME,Public Joint Stock Company Yakutsk Fuel and Energy Company,Russia,MCX,RUB,Common Stock,RU0007796819,6,,Oil & Gas Integrated,Energy,6.7472453,78474608640,96.44143,104.420425,0.28221,0.65108
321,YKEN.ME,Public joint stock company Yakutskenergo,Russia,MCX,RUB,Common Stock,RU0009257075,3,,Utilities—Regulated Electric,Utilities,0.17121144,3488796672,0.38937142,0.41617957,-0.09649,-0.107159995
322,YKENP.ME,Public joint stock company Yakutskenergo,Russia,MCX,RUB,Common Stock,,3,,Utilities—Regulated Electric,Utilities,0.14662495,3452396800,0.34714285,0.3608979,-0.09649,-0.107159995
323,YNDX.ME,Yandex N.V,Russia,MCX,RUB,Common Stock,NL0009805522,6,,Internet Content & Information,Communication Services,6.3234043,2113965654016,5143.577,4968.8604,0.05716,0.54511
324,YRSB.ME,Public Joint Stock Company TNS Energo Yaroslavl,Russia,MCX,RUB,Common Stock,RU000A0D8760,6,,Utilities—Regulated Electric,Utilities,6.558784,4057761024,210.28572,218.67606,0.00385,0.45129
325,YRSBP.ME,Public Joint Stock Company TNS Energo Yaroslavl RUB1 PRF(USD),Russia,MCX,RUB,Common Stock,,6,,Utilities—Regulated Electric,Utilities,,1568639360,91.65714,91.94718,0.00385,0.45129
326,ZILL.ME,Public Joint-Stock Company The Likhachov Plant,Russia,MCX,RUB,Common Stock,RU0009086193,5,,Farm & Heavy Construction Machinery,Industrials,0.44293493,11371328512,4202.7144,3806.6196,412.6978,-0.16431999
327,ZVEZ.ME,Public Joint Stock Company Zvezda,Russia,MCX,RUB,Common Stock,RU0009091300,3,,Auto Parts,Consumer Cyclical,3.0295565,2419495936,4.064,4.1745424,-0.42657003,-0.35264
