,Unnamed: 0,Code,Name,Country,Exchange,Currency,Type,Isin,F-Score,PEG-Ratio,Industry,Sector,Price to Book,Market Cap,50 Day Av,200 Day Av,Profit Margin,Gross Margin
938,938,AMAZ,Amazing Energy Oil and Gas Co,USA,PINK,USD,Common Stock,US02314N2053,,,,,,,,,,
939,939,AMBA,Ambarella Inc,USA,NASDAQ,USD,Common Stock,KYG037AX1015,,1.82,Semiconductor Equipment & Materials,Technology,9.939148,4977423872.0,100.636856,102.07529,-0.17759001,0.61929
940,940,AMBBY,Ambu A/S,USA,PINK,USD,Common Stock,,,,,,,,,,,
941,941,AMBC,Ambac Financial Group Inc,USA,NYSE,USD,Common Stock,US0231398845,,,,,,,,,,
942,942,AMBD,American Mobile Dental Corp,USA,OTCCE,USD,Common Stock,,,,,,,,,,,
943,943,AMBFF,Ambu A/S,USA,PINK,USD,Common Stock,,,,,,,,,,,
944,944,AMBG,AMBG Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
945,945,AMBK,American Bank Incorporated,USA,PINK,USD,Common Stock,US0243431055,,,,,,,,,,
946,946,AMBKP,American Capital Trust I PFD TR SECS 6%,USA,PINK,USD,Common Stock,US02503Q2093,,,,,,,,,,
947,947,AMBO,Ambow Education Holding Ltd,USA,NYSE MKT,USD,Common Stock,US02322P2002,,,,,,,,,,
948,948,AMBP,Ardagh Metal Packaging S.A,USA,NYSE,USD,Common Stock,LU2369833749,,,Packaging & Containers,Consumer Cyclical,,6575784448.0,11.567059,11.567059,0.03216,0.16082
949,949,AMBS,Amarantus BioScience Holdings Inc,USA,PINK,USD,Common Stock,US02300U2050,,,,,,,,,,
950,950,AMBZ,American Business Bank,USA,OTCQX,USD,Common Stock,US02475L1052,,,,,,,,,,
951,951,AMC,AMC Entertainment Holdings Inc,USA,NYSE,USD,Common Stock,US00165C1045,,0.07,Entertainment,Communication Services,,24166598656.0,37.710857,27.266811,0.0,-1.11611
952,952,AMCCF,Amcor plc,USA,PINK,USD,Common Stock,,,,,,,,,,,
953,953,AMCF,Andatee China Marine Fuel Services Corporation,USA,PINK,USD,Common Stock,US67086W1053,,,,,,,,,,
954,954,AMCR,Amcor plc,USA,NYSE,USD,Common Stock,JE00BJ1F3079,,3.14,Packaging & Containers,Consumer Cyclical,3.9961329,19075168256.0,12.046572,11.825,0.07301,0.21242
955,955,AMCT,American Education Center Inc,USA,OTCQB,USD,Common Stock,,,,,,,,,,,
956,956,AMCX,AMC Networks Inc,USA,NASDAQ,USD,Common Stock,US00164V1035,,-0.5,Broadcasting,Communication Services,2.7441165,2013266688.0,52.056,56.489784,0.096379995,0.55193
957,957,AMCY,ACS Global Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
958,958,AMD,Advanced Micro Devices Inc,USA,NASDAQ,USD,Common Stock,US0079031078,,1.35,Semiconductors,Technology,18.736265,132359290880.0,104.54172,87.58036,0.25757,0.45712003
959,959,AMDDW,Amedica Corporation WT EXP 051023,USA,PINK,USD,Common Stock,,,,,,,,,,,
960,960,AMDHF,CardieX Limited,USA,OTCGREY,USD,Common Stock,,,,,,,,,,,
961,961,AMDIF,Amundi Index Solutions - Amundi MSCI EM Asia,USA,PINK,USD,Common Stock,,,,,,,,,,,
962,962,AMDLY,Amada Co. Ltd,USA,OTCGREY,USD,Common Stock,,,,,,,,,,,
963,963,AMDUF,Amundi SA,USA,PINK,USD,Common Stock,,,,,,,,,,,
964,964,AME,AMETEK Inc,USA,NYSE,USD,Common Stock,US0311001004,,,,,,,,,,
965,965,AMED,Amedisys Inc,USA,NASDAQ,USD,Common Stock,US0234361089,,5.03,Medical Care Facilities,Healthcare,6.6162386,5794137600.0,223.59833,254.9045,0.11254,0.45661998
966,966,AMEFF,Appreciated Media Holdings Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
967,967,AMEH,Apollo Medical Holdings Inc,USA,NASDAQ,USD,Common Stock,US03763A2078,,,Medical Care Facilities,Healthcare,9.585492,3865309952.0,83.42086,49.70493,0.074200004,0.24392
968,968,AMEN,AMEN Properties Inc,USA,PINK,USD,Common Stock,US0234772012,,,,,,,,,,
969,969,AMEUF,Anteris Technologies Ltd,USA,PINK,USD,Common Stock,,,,,,,,,,,
970,970,AMFC,AMB Financial Corp,USA,PINK,USD,Common Stock,US0019841032,,,,,,,,,,
971,971,AMFL,American Films Inc,USA,PINK,USD,Common Stock,US0260401056,,,,,,,,,,
972,972,AMFPF,Amplifon S.p.A,USA,OTCGREY,USD,Common Stock,,,,,,,,,,,
973,973,AMG,Affiliated Managers Group Inc,USA,NYSE,USD,Common Stock,US0082521081,,,,,,,,,,
974,974,AMGDF,Aston Martin Lagonda Global Holdings plc,USA,PINK,USD,Common Stock,,,,,,,,,,,
975,975,AMGN,Amgen Inc,USA,NASDAQ,USD,Common Stock,US0311621009,,2.31,Drug Manufacturers—General,Healthcare,15.634367,128544661504.0,232.72285,240.48979,0.22547,0.75337
976,976,AMGRF,AMA Group Limited,USA,PINK,USD,Common Stock,,,,,,,,,,,
977,977,AMGXF,AnGes Inc,USA,OTCGREY,USD,Common Stock,,,,,,,,,,,
978,978,AMGY,American Metal & Technology Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
979,979,AMH,American Homes 4 Rent,USA,NYSE,USD,Common Stock,US02665T3068,,,,,,,,,,
980,980,AMHC,Amplitude Healthcare Acquisition Corporation,USA,NASDAQ,USD,Common Stock,US03212A1051,,,,,,,,,,
981,981,AMHCU,Amplitude Healthcare Acquisition Corporation,USA,NASDAQ,USD,Common Stock,US03212A2042,,,,,,,,,,
982,982,AMHCW,Amplitude Healthcare Acquisition Corporation,USA,NASDAQ,USD,Common Stock,,,,,,,,,,,
983,983,AMHD,HLK Biotech Holding Group Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
984,984,AMHFF,Amanta Resources Ltd,USA,OTCGREY,USD,Common Stock,,,,,,,,,,,
985,985,AMHG,Amergent Hospitality Group Inc,USA,OTCQB,USD,Common Stock,,,,,,,,,,,
986,986,AMHPF,Verde Agritech Plc,USA,OTCQB,USD,Common Stock,GB00B23TJD34,,,,,,,,,,
987,987,AMHV,American Hemp Ventures Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
988,988,AMIGF,Admiral Group plc,USA,PINK,USD,Common Stock,,,,,,,,,,,
989,989,AMIGY,Admiral Group plc,USA,PINK,USD,Common Stock,US0071921078,,,,,,,,,,
990,990,AMIH,American International Holdings Corp,USA,OTCQB,USD,Common Stock,,,,,,,,,,,
991,991,AMIN,American International Industries Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
992,992,AMIQF,Ashanti Sankofa Inc,USA,OTCGREY,USD,Common Stock,,,,,,,,,,,
993,993,AMIVF,Atrium Mortgage Investment Corporation,USA,OTCGREY,USD,Common Stock,,,,,,,,,,,
994,994,AMK,AssetMark Financial Holdings Inc,USA,NYSE,USD,Common Stock,US04546L1061,,,,,,,,,,
995,995,AMKAF,A.P. Møller - Mærsk A/S,USA,PINK,USD,Common Stock,DK0010244425,,,,,,,,,,
996,996,AMKBF,A.P. Møller - Mærsk A/S,USA,PINK,USD,Common Stock,,,,,,,,,,,
997,997,AMKBY,A.P. Møller - Mærsk A/S,USA,PINK,USD,Common Stock,US00202F1021,,,Marine Shipping,Industrials,1.5521638,52797587456.0,14.166572,12.958261,0.18051,0.2914
998,998,AMKR,Amkor Technology Inc,USA,NASDAQ,USD,Common Stock,US0316521006,,0.46,Semiconductors,Technology,2.6790829,6853849088.0,25.53143,23.23645,0.0851,0.19384001
999,999,AMKYF,ABC-MartInc,USA,OTCGREY,USD,Common Stock,,,,,,,,,,,
1000,1000,AMLC,Amelco Corporation,USA,PINK,USD,Common Stock,,,,,,,,,,,
1001,1001,AMLH,American Leisure Holdings Inc,USA,PINK,USD,Common Stock,US02715M1036,,,,,,,,,,
1002,1002,AMLLF,AEON Mall Co. Ltd,USA,PINK,USD,Common Stock,,,,,,,,,,,
1003,1003,AMLM,American Lithium Minerals Inc,USA,PINK,USD,Common Stock,US0272631021,,,,,,,,,,
1004,1004,AMLTF,AMP Limited,USA,PINK,USD,Common Stock,AU000000AMP6,,,,,,,,,,
1005,1005,AMLYY,AMP Limited,USA,PINK,USD,Common Stock,US0017EP2020,,,,,,,,,,
1006,1006,AMLZF,African Minerals Limited,USA,PINK,USD,Common Stock,,,,,,,,,,,
1007,1007,AMMCF,Amur Minerals Corporation,USA,PINK,USD,Common Stock,,,,,,,,,,,
1008,1008,AMMHF,AMMB Holdings Berhad,USA,OTCGREY,USD,Common Stock,,,,,,,,,,,
1009,1009,AMMJ,American Cannabis Company Inc,USA,OTCQB,USD,Common Stock,US0248701072,,,,,,,,,,
1010,1010,AMMPF,AmmPower Corp,USA,OTCQB,USD,Common Stock,,,,Gold,Basic Materials,,23963762.0,0.5663026,0.8536236,0.0,0.0
1011,1011,AMMX,AmeraMex International Inc,USA,OTCQB,USD,Common Stock,US02356P2092,,,,,,,,,,
1012,1012,AMN,AMN Healthcare Services Inc,USA,NYSE,USD,Common Stock,US0017441017,,1.66,Medical Care Facilities,Healthcare,5.2376876,5061587968.0,101.44143,87.47543,0.05896,0.32860002
1013,1013,AMNB,American National Bankshares Inc,USA,NASDAQ,USD,Common Stock,US0277451086,,,,,,,,,,
1014,1014,AMNC,Amincor Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1015,1015,AMNCB,Amincor Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1016,1016,AMNE,American Green Group Inc,USA,OTCCE,USD,Common Stock,,,,,,,,,,,
1017,1017,AMNF,Armanino Foods of Distinction Inc,USA,PINK,USD,Common Stock,US0421668015,,,,,,,,,,
1018,1018,AMNL,Applied Minerals Inc,USA,PINK,USD,Common Stock,US03823M1009,,,,,,,,,,
1019,1019,AMNP,American Sierra Gold Corp,USA,PINK,USD,Common Stock,,,,,,,,,,,
1020,1020,AMNZF,Ambrian Plc,USA,PINK,USD,Common Stock,GB0003763140,,,,,,,,,,
1021,1021,AMOSF,Atomos Limited,USA,PINK,USD,Common Stock,,,,,,,,,,,
1022,1022,AMOT,Allied Motion Technologies Inc,USA,NASDAQ,USD,Common Stock,US0193301092,,,,,,,,,,
1023,1023,AMOV,América Móvil S.A.B. de C.V,USA,NYSE,USD,Common Stock,US02364W2044,,,,,,,,,,
1024,1024,AMOVF,América Móvil S.A.B. de C.V,USA,PINK,USD,Common Stock,,,,,,,,,,,
1025,1025,AMP,Ameriprise Financial Inc,USA,NYSE,USD,Common Stock,US03076C1062,,1.27,Asset Management,Financial Services,5.556516,31441670144.0,259.25143,246.7544,0.08207,0.40233
1026,1026,AMPDF,AMPD Ventures Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1027,1027,AMPE,Ampio Pharmaceuticals Inc,USA,NYSE MKT,USD,Common Stock,US03209T1097,,,Biotechnology,Healthcare,16.666668,340778624.0,1.4697143,1.6784285,0.0,0.0
1028,1028,AMPG,AmpliTech Group Inc,USA,NASDAQ,USD,Common Stock,US03211Q2003,,,,,,,,,,
1029,1029,AMPGW,AmpliTech Group Inc,USA,NASDAQ,USD,Common Stock,,,,,,,,,,,
1030,1030,AMPH,Amphastar Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US03209R1032,,,,,,,,,,
1031,1031,AMPI,Advanced Merger Partners Inc,USA,NYSE,USD,Common Stock,US00777J1097,,,,,,,,,,
1032,1032,AMPY,Amplify Energy Corp,USA,NYSE,USD,Common Stock,US03212B1035,,1.06,Oil & Gas E&P,Energy,,142093824.0,3.59,3.270942,-0.41974,0.48354998
1033,1033,AMPYW,Amplify Energy Corp,USA,PINK,USD,Common Stock,,,,,,,,,,,
1034,1034,AMR,Alpha Metallurgical Resources Inc,USA,NYSE,USD,Common Stock,US0207641061,,,Coking Coal,Basic Materials,5.1031513,828381504.0,32.37257,20.971304,-0.15317,0.09386
1035,1035,AMRA,American Racing Capital Inc,USA,OTCCE,USD,Common Stock,,,,,,,,,,,
1036,1036,AMRB,American River Bankshares,USA,NASDAQ,USD,Common Stock,US0293261055,,,,,,,,,,
1037,1037,AMRC,Ameresco Inc,USA,NYSE,USD,Common Stock,US02361E1082,,,,,,,,,,
1038,1038,AMRCF,AM Resources Corp,USA,OTCGREY,USD,Common Stock,,,,,,,,,,,
1039,1039,AMRK,A-Mark Precious Metals Inc,USA,NASDAQ,USD,Common Stock,US00181T1079,,,,,,,,,,
1040,1040,AMRN,Amarin Corporation plc,USA,NASDAQ,USD,Common Stock,US0231112063,,-3.47,Biotechnology,Healthcare,3.147581,2031852288.0,4.944286,5.182826,0.00696,0.79317003
1041,1041,AMROF,Amaero International Ltd,USA,PINK,USD,Common Stock,,,,,,,,,,,
1042,1042,AMRPF,Amorepacific Corporation,USA,PINK,USD,Common Stock,,,,,,,,,,,
1043,1043,AMRR,American Metals Recovery and Recycling Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1044,1044,AMRS,Amyris Inc,USA,NASDAQ,USD,Common Stock,US03236M2008,,-0.71,Specialty Chemicals,Basic Materials,,4118028288.0,14.4822855,15.548043,-1.19076,0.45174998
1045,1045,AMRT,American Mart Corporation,USA,PINK,USD,Common Stock,,,,,,,,,,,
1046,1046,AMRU,Amaru Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1047,1047,AMRWF,Ameriwest Lithium Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1048,1048,AMRX,Amneal Pharmaceuticals Inc,USA,NYSE,USD,Common Stock,US03168L1052,,-0.45,Drug Manufacturers—Specialty & Generic,Healthcare,2.4051723,832971200.0,4.9680557,5.5246763,0.00448,0.353
1049,1049,AMRZF,Arena Minerals Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1050,1050,AMS,American Shared Hospital Services,USA,NYSE MKT,USD,Common Stock,US0295951059,,,,,,,,,,
1051,1051,AMSA,American Seniors Association Holding Group Inc,USA,PINK,USD,Common Stock,US0295782009,,,,,,,,,,
1052,1052,AMSC,American Superconductor Corporation,USA,NASDAQ,USD,Common Stock,US0301112076,,-1.22,Specialty Industrial Machinery,Industrials,3.4074075,403958720.0,13.284,16.767754,-0.27005,0.18704
1053,1053,AMSF,AMERISAFE Inc,USA,NASDAQ,USD,Common Stock,US03071H1005,,,,,,,,,,
1054,1054,AMSIY,ArcelorMittal South Africa Ltd,USA,PINK,USD,Common Stock,US03937Y2063,,,,,,,,,,
1055,1055,AMSLF,Australian Mines Limited,USA,OTCQB,USD,Common Stock,,,,,,,,,,,
1056,1056,AMSSY,ams AG,USA,PINK,USD,Common Stock,,,,,,,,,,,
1057,1057,AMST,Amesite Inc,USA,NASDAQ,USD,Common Stock,US0310941051,,,,,,,,,,
1058,1058,AMSU,Amanasu Environment Corporation,USA,PINK,USD,Common Stock,,,,,,,,,,,
1059,1059,AMSWA,American Software Inc,USA,NASDAQ,USD,Common Stock,US0296831094,,5.5,Software—Application,Technology,6.666219,825245056.0,21.903889,21.160288,0.07261,0.54736
1060,1060,AMSYF,ArcelorMittal,USA,PINK,USD,Common Stock,LU1598757687,,,Steel,Basic Materials,0.753657,33273550848.0,32.43441,29.553768,0.114879996,0.18811001
1061,1061,AMT,American Tower Corporation (REIT),USA,NYSE,USD,Common Stock,US03027X1000,,3.24,REIT—Specialty,Real Estate,23.88186,137457139712.0,285.31888,256.44617,0.25845,0.72565
1062,1062,AMTA,Amistar Corporation,USA,OTCCE,USD,Common Stock,US0315351074,,,,,,,,,,
1063,1063,AMTB,Amerant Bancorp Inc,USA,NASDAQ,USD,Common Stock,US0235761014,,,Banks—Regional,Financial Services,1.2355013,953134976.0,22.868,20.651522,0.16725,0.0
1064,1064,AMTBB,Amerant Bancorp Inc,USA,NASDAQ,USD,Common Stock,US0235762004,,,Banks—Regional,Financial Services,1.0570557,957208512.0,19.478,17.006594,0.16725,0.0
1065,1065,AMTCQ,Ameritrans Capital Corp,USA,PINK,USD,Common Stock,US03073H1086,,,,,,,,,,
1066,1066,AMTI,Applied Molecular Transport Inc,USA,NASDAQ,USD,Common Stock,US03824M1099,,-0.47,Biotechnology,Healthcare,9.456691,1165956992.0,37.504856,46.828842,0.0,0.0
1067,1067,AMTPQ,Ameritrans Capital Corp. PFD PRT 9.375%,USA,PINK,USD,Common Stock,US03073H2076,,,,,,,,,,
1068,1068,AMTTF,Amot Investment Ltd,USA,PINK,USD,Common Stock,,,,,,,,,,,
1069,1069,AMTX,Aemetis Inc,USA,NASDAQ,USD,Common Stock,US00770K2024,,,Oil & Gas Refining & Marketing,Energy,,389463968.0,9.718286,14.024637,-0.31526,-0.014570001
1070,1070,AMTY,Amerityre Corporation,USA,OTCQB,USD,Common Stock,US03073V1070,,,,,,,,,,
1071,1071,AMVMF,AMG Advanced Metallurgical Group N.V,USA,PINK,USD,Common Stock,,,,,,,,,,,
1072,1072,AMWD,American Woodmark Corporation,USA,NASDAQ,USD,Common Stock,US0305061097,,1.31,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1.5828754,1162449920.0,76.005,89.037125,0.033689998,0.18306999
1073,1073,AMWK,AmeriStar Network Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1074,1074,AMWL,American Well Corporation,USA,NYSE,USD,Common Stock,US03044L1052,,-0.36,Health Information Services,Healthcare,2.2457628,2638978048.0,10.873143,14.931449,-0.79086995,0.37902
1075,1075,AMX,América Móvil S.A.B. de C.V,USA,NYSE,USD,Common Stock,US02364W1053,,,,,,,,,,
1076,1076,AMXEF,Amex Exploration Inc,USA,OTCQX,USD,Common Stock,,,,,,,,,,,
1077,1077,AMXVF,América Móvil S.A.B. de C.V,USA,PINK,USD,Common Stock,,,,Telecom Services,Communication Services,0.26116478,66099998720.0,0.86,0.76028985,0.099259995,0.53344
1078,1078,AMXX,Maxx Sports TV Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1079,1079,AMYT,Amryt Pharma plc,USA,NASDAQ,USD,Common Stock,US03217L1061,,,Drug Manufacturers—Specialty & Generic,Healthcare,8.530909,741535360.0,11.163428,12.6173525,-0.39793,0.61097
1080,1080,AMYZF,American Manganese Inc,USA,OTCQB,USD,Common Stock,,,,Other Industrial Metals & Mining,Basic Materials,31.874998,219395872.0,0.8803143,1.057781,0.0,0.0
1081,1081,AMZN,Amazon.com Inc,USA,NASDAQ,USD,Common Stock,US0231351067,,1.82,Internet Retail,Consumer Cyclical,15.46687,1777187553280.0,3405.4585,3319.9734,0.06641,0.40679002
1082,1082,AN,AutoNation Inc,USA,NYSE,USD,Common Stock,US05329W1027,,0.35,Auto & Truck Dealerships,Consumer Cyclical,2.671889,7472555008.0,114.89714,99.841446,0.039809998,0.18008
1083,1083,ANAB,AnaptysBio Inc,USA,NASDAQ,USD,Common Stock,US0327241065,,,Biotechnology,Healthcare,1.6990256,655383936.0,24.723143,24.596928,-0.08603,0.10532
1084,1084,ANAC-U,ANAC-U,USA,NYSE,USD,Common Stock,,,,,,,,,,,
1085,1085,ANAC-WS,ANAC-WS,USA,NYSE,USD,Common Stock,,,,,,,,,,,
1086,1086,ANAS,Alternaturals Inc,USA,PINK,USD,Common Stock,US02154R2094,,,,,,,,,,
1087,1087,ANAT,American National Group Inc,USA,NASDAQ,USD,Common Stock,US02772A1097,,,Insurance—Diversified,Financial Services,0.7651735,5176054784.0,158.40059,127.02602,0.19593,0.35717
1088,1088,ANAV,Alpha Network Alliance Ventures Inc,USA,PINK,USD,Common Stock,US02077H1068,,,,,,,,,,
1089,1089,ANCE,Restance Inc,USA,OTCCE,USD,Common Stock,US76131Q1040,,,,,,,,,,
1090,1090,ANCSQ,American Consumers Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1091,1091,ANCTF,Alimentation Couche-Tard Inc,USA,PINK,USD,Common Stock,CA01626P3043,,,,,,,,,,
1092,1092,ANCUF,Alimentation Couche-Tard Inc,USA,PINK,USD,Common Stock,CA01626P4033,,,,,,,,,,
1093,1093,ANDC,Andover Bancorp Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1094,1094,ANDD,ANR Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1095,1095,ANDE,The Andersons Inc,USA,NASDAQ,USD,Common Stock,US0341641035,,1.56,Food Distribution,Consumer Defensive,0.9681388,995152704.0,27.87857,28.699497,0.00709,0.05131
1096,1096,ANDGF,Aeon Delight Co. Ltd,USA,OTCGREY,USD,Common Stock,,,,,,,,,,,
1097,1097,ANDHF,Andlauer Healthcare Group Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1098,1098,ANDI,Andiamo Corporation,USA,PINK,USD,Common Stock,US0342062017,,,,,,,,,,
1099,1099,ANDR,Andrea Electronics Corporation,USA,OTCQB,USD,Common Stock,US0343931087,,,,,,,,,,
1100,1100,ANEB,Anebulo Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US0345691036,,,,,,,,,,
1101,1101,ANET,Arista Networks Inc,USA,NYSE,USD,Common Stock,US0404131064,,2.73,Computer Hardware,Technology,7.4648585,27622578176.0,371.482,336.41687,0.27716,0.63869
1102,1102,ANEWF,Australia and New Zealand Banking Group Limited,USA,PINK,USD,Common Stock,AU000000ANZ3,,,,,,,,,,
1103,1103,ANF,Abercrombie & Fitch Co,USA,NYSE,USD,Common Stock,US0028962076,,0.45,Apparel Retail,Consumer Cyclical,2.1772232,2147043328.0,37.717144,38.07348,0.076630004,0.63458997
1104,1104,ANFGF,Antofagasta plc,USA,PINK,USD,Common Stock,GB0000456144,,,,,,,,,,
1105,1105,ANFIF,Amira Nature Foods Ltd,USA,PINK,USD,Common Stock,VGG0335L2012,,,,,,,,,,
1106,1106,ANGCF,Angel Gold Corp,USA,PINK,USD,Common Stock,,,,,,,,,,,
1107,1107,ANGGF,Angang Steel Company Limited,USA,OTCGREY,USD,Common Stock,,,,,,,,,,,
1108,1108,ANGI,Angi Inc,USA,NASDAQ,USD,Common Stock,US00183L1026,,,,,,,,,,
1109,1109,ANGN,Angion Biomedica Corp,USA,NASDAQ,USD,Common Stock,US03476J1079,,,Biotechnology,Healthcare,5.086873,392593920.0,10.800858,14.274058,0.0,0.0
1110,1110,ANGO,AngioDynamics Inc,USA,NASDAQ,USD,Common Stock,US03475V1017,,,,,,,,,,
1111,1111,ANGPY,Anglo American Platinum Limited,USA,PINK,USD,Common Stock,US03486T2024,,,Other Precious Metals & Mining,Basic Materials,0.2542049,29497886720.0,20.081676,21.376768,0.34469002,0.43425998
1112,1112,ANGUF,Canada One Mining Corp,USA,PINK,USD,Common Stock,,,,,,,,,,,
1113,1113,ANGVF,Angus Gold Inc,USA,OTCQB,USD,Common Stock,,,,,,,,,,,
1114,1114,ANHGY,Mediclinic International plc,USA,PINK,USD,Common Stock,US58471Q1004,,,,,,,,,,
1115,1115,ANIK,Anika Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US0352551081,,,,,,,,,,
1116,1116,ANIOY,Acerinox S.A,USA,PINK,USD,Common Stock,US00444E1038,,,,,,,,,,
1117,1117,ANIP,ANI Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US00182C1036,,,,,,,,,,
1118,1118,ANIX,Anixa Biosciences Inc,USA,NASDAQ,USD,Common Stock,US03528H1095,,,Diagnostics & Research,Healthcare,4.5819397,164125456.0,4.4408336,4.5081296,0.0,0.24878
1119,1119,ANKOF,Angkor Resources Corp,USA,PINK,USD,Common Stock,,,,,,,,,,,
1120,1120,ANLBF,Aton Resources Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1121,1121,ANLDF,Anfield Energy Inc,USA,OTCQB,USD,Common Stock,,,,,,,,,,,
1122,1122,ANMP,Anacomp Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1123,1123,ANNMF,Anima Holding S.p.A,USA,OTCGREY,USD,Common Stock,,,,,,,,,,,
1124,1124,ANNSF,Aena S.M.E. S.A,USA,PINK,USD,Common Stock,,,,,,,,,,,
1125,1125,ANNX,Annexon Inc,USA,NASDAQ,USD,Common Stock,US03589W1027,,-0.17,Biotechnology,Healthcare,2.24601,663532096.0,20.293142,23.674746,0.0,0.0
1126,1126,ANPC,AnPac Bio-Medical Science Co. Ltd,USA,NASDAQ,USD,Common Stock,US03635R1077,,,,,,,,,,
1127,1127,ANPCF,ANGLE plc,USA,OTCGREY,USD,Common Stock,,,,,,,,,,,
1128,1128,ANPCY,ANGLE plc,USA,OTCQX,USD,Common Stock,US03476V1008,,,,,,,,,,
1129,1129,ANPDF,ANTA Sports Products Limited,USA,PINK,USD,Common Stock,,,,,,,,,,,
1130,1130,ANPDY,ANTA Sports Products Limited,USA,PINK,USD,Common Stock,US03662P1075,,,,,,,,,,
1131,1131,ANPFF,Anpulo Food Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1132,1132,ANPMF,Andean Precious Metals Corp,USA,PINK,USD,Common Stock,,,,,,,,,,,
1133,1133,ANPOF,American Patriot Oil & Gas Limited,USA,PINK,USD,Common Stock,,,,,,,,,,,
1134,1134,ANRGF,Anaergia Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1135,1135,ANSLF,Ansell Limited,USA,PINK,USD,Common Stock,,,,,,,,,,,
1136,1136,ANSLY,Ansell Limited,USA,PINK,USD,Common Stock,US03634M2089,,,,,,,,,,
1137,1137,ANSNF,Anson Resources Limited,USA,PINK,USD,Common Stock,,,,,,,,,,,
1138,1138,ANSS,ANSYS Inc,USA,NASDAQ,USD,Common Stock,US03662Q1058,,4.29,Software—Application,Technology,7.558063,32142075904.0,363.87143,348.8672,0.25402,0.891
1139,1139,ANSU,Amanasu Techno Holdings Corporation,USA,OTCCE,USD,Common Stock,US02287P1049,,,,,,,,,,
1140,1140,ANTCF,Aion Therapeutic Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1141,1141,ANTE,AirNet Technology Inc,USA,NASDAQ,USD,Common Stock,US00941Q1040,,,,,,,,,,
1142,1142,ANTGF,Advantagewon Oil Corporation,USA,PINK,USD,Common Stock,,,,,,,,,,,
1143,1143,ANTH,Anthera Pharmaceuticals Inc,USA,PINK,USD,Common Stock,US03674U3005,,,,,,,,,,
1144,1144,ANTI,Antigenics Inc,USA,PINK,USD,Common Stock,,,,,,,,,,,
1145,1145,ANTM,Anthem Inc,USA,NYSE,USD,Common Stock,US0367521038,,1.1,Healthcare Plans,Healthcare,2.632205,92002377728.0,378.75372,372.02094,0.03274,0.26117
1146,1146,ANTMF,Antilles Gold Limited,USA,OTCQB,USD,Common Stock,,,,,,,,,,,
1147,1147,ANVS,Annovis Bio Inc,USA,NYSE MKT,USD,Common Stock,US03615A1088,,,Biotechnology,Healthcare,6.000333,292025536.0,54.579144,49.626522,0.0,0.0
1148,1148,ANVV,Anvia Holdings Corporation,USA,OTCCE,USD,Common Stock,,,,,,,,,,,
1149,1149,ANXGF,Anaconda Mining Inc,USA,OTCQX,USD,Common Stock,,,,,,,,,,,
1150,1150,ANY,Sphere 3D Corp,USA,NASDAQ,USD,Common Stock,CA84841L3083,,,Software—Application,Technology,30.425,204800352.0,4.185143,2.7875943,-1.6697301,0.45304
1151,1151,ANYYY,Aena S.M.E. S.A,USA,PINK,USD,Common Stock,,,,,,,,,,,
1152,1152,ANZBY,Australia and New Zealand Banking Group Limited,USA,PINK,USD,Common Stock,US0525283042,,,,,,,,,,
1153,1153,ANZFF,Air New Zealand Limited,USA,PINK,USD,Common Stock,,,,,,,,,,,
1154,1154,ANZLY,Air New Zealand Limited,USA,PINK,USD,Common Stock,US0091362014,,,,,,,,,,
1155,1155,ANZU,Anzu Special Acquisition Corp I,USA,NASDAQ,USD,Common Stock,US03737A1016,,,,,,,,,,
1156,1156,ANZUU,Anzu Special Acquisition Corp I,USA,NASDAQ,USD,Common Stock,US03737A2006,,,,,,,,,,
